  时间         温度    气压     湿度       高度      经度        纬度     位势高度
 1141.232      -3.1    534.6    47.0      5225.0  100.392089  41.324657      0
 1142.199      -3.2    534.2    47.5      5232.5  100.392151  41.324674      0
 1143.166      -3.3    533.6    47.8      5243.7  100.392151  41.324715      0
 1144.133      -3.4    533.3    47.7      5247.1  100.392137  41.324698      0
 1145.068      -3.5    532.4    48.1      5257.5  100.392130  41.324640      0
 1146.066      -3.6    532.0    48.3      5264.4  100.392171  41.324629      0
 1147.002      -3.4    531.6    48.5      5269.6  100.392226  41.324646      0
 1148.954      -3.4    531.2    48.5      5275.7  100.392294  41.324684      0
 1149.936      -3.4    530.8    48.5      5275.7  100.392294  41.324684      0
 1150.904      -3.4    530.4    48.6      5278.8  100.392362  41.324715      0
 1151.855      -3.6    530.0    48.7      5282.9  100.392424  41.324752      0
 1152.822      -3.6    529.6    48.9      5289.4  100.392458  41.324776      0
 1153.790      -3.8    529.1    48.9      5294.7  100.392492  41.324797      0
 1154.757      -4.0    528.6    49.4      5301.8  100.392520  41.324807      0
 1155.724      -4.1    528.1    49.7      5310.2  100.392526  41.324804      0
 1156.691      -4.2    527.6    49.8      5318.2  100.392540  41.324783      0
 1157.658      -4.2    527.0    49.8      5326.5  100.392574  41.324739      0
 1158.626      -4.3    526.3    50.2      5334.3  100.392642  41.324698      0
 1159.593      -4.4    525.9    50.2      5343.1  100.392731  41.324653      0
 1160.560      -4.3    525.5    50.5      5352.3  100.392834  41.324623      0
 1161.527      -4.2    524.9    50.9      5359.3  100.392916  41.324646      0
 1162.494      -4.3    524.5    51.2      5367.2  100.392977  41.324698      0
 1163.462      -4.6    523.9    51.3      5378.9  100.393052  41.324728      0
 1164.429      -4.7    523.3    51.5      5390.5  100.393100  41.324735      0
 1165.396      -4.5    522.9    51.9      5401.5  100.393148  41.324718      0
 1166.348      -4.4    522.5    52.0      5403.5  100.393196  41.324677      0
 1167.330      -4.4    522.1    52.2      5411.5  100.393230  41.324640      0
 1168.298      -4.5    521.5    52.2      5417.4  100.393250  41.324612      0
 1169.249      -4.6    521.0    52.1      5425.0  100.393264  41.324605      0
 1170.232      -4.6    520.6    51.9      5431.5  100.393291  41.324616      0
 1171.184      -4.7    520.1    51.9      5438.4  100.393332  41.324646      0
 1172.151      -4.8    519.7    52.0      5446.6  100.393407  41.324670      0
 1173.134      -4.9    519.2    51.9      5454.5  100.393503  41.324684      0
 1174.052      -5.0    518.4    51.8      5469.5  100.393742  41.324643      0
 1175.020      -5.1    517.9    52.0      5475.4  100.393851  41.324582      0
 1176.987      -5.1    517.5    52.0      5483.4  100.393940  41.324513      0
 1177.954      -5.2    516.9    52.1      5483.4  100.393940  41.324513      0
 1178.921      -5.3    516.4    51.9      5492.0  100.394002  41.324442      0
 1179.888      -5.3    515.9    52.1      5502.6  100.394015  41.324383      0
 1180.856      -5.4    515.4    52.2      5510.0  100.394036  41.324349      0
 1181.823      -5.4    514.9    52.3      5517.5  100.394063  41.324342      0
 1182.774      -5.5    514.3    52.5      5526.8  100.394125  41.324329      0
 1183.757      -5.6    513.9    52.7      5534.5  100.394227  41.324315      0
 1184.724      -5.7    513.5    52.8      5540.2  100.394343  41.324305      0
 1185.676      -5.8    512.8    53.1      5548.6  100.394466  41.324305      0
 1186.659      -5.8    512.3    53.2      5557.1  100.394548  41.324315      0
 1187.626      -5.8    512.0    53.4      5565.5  100.394589  41.324308      0
 1188.593      -5.9    511.5    53.5      5573.4  100.394603  41.324281      0
 1189.545      -6.0    511.1    53.8      5578.9  100.394596  41.324230      0
 1190.512      -6.1    510.7    54.0      5585.7  100.394589  41.324161      0
 1191.479      -6.2    510.1    54.2      5594.8  100.394582  41.324103      0
 1192.447      -6.2    509.6    54.3      5602.4  100.394596  41.324080      0
 1193.414      -6.2    509.0    54.7      5611.1  100.394630  41.324086      0
 1194.381      -6.4    508.4    55.1      5619.3  100.394698  41.324114      0
 1195.348      -6.6    507.9    55.2      5629.0  100.394780  41.324141      0
 1196.315      -6.7    507.3    55.2      5641.3  100.394849  41.324134      0
 1197.283      -6.7    506.8    55.5      5649.1  100.394903  41.324141      0
 1198.250      -6.7    506.4    55.9      5654.1  100.394958  41.324148      0
 1199.217      -6.7    505.8    56.0      5662.5  100.395054  41.324121      0
 1200.184      -6.9    505.3    56.3      5673.9  100.395163  41.324073      0
 1201.151      -6.9    504.8    56.4      5680.4  100.395252  41.324039      0
 1202.086      -7.0    503.9    56.9      5691.0  100.395327  41.324039      0
 1203.053      -7.0    503.7    57.0      5698.6  100.395320  41.324045      0
 1204.005      -7.2    503.2    57.3      5706.5  100.395293  41.324052      0
 1205.987      -7.2    502.8    57.4      5714.0  100.395279  41.324049      0
 1206.955      -7.3    502.3    57.8      5714.0  100.395279  41.324049      0
 1207.906      -7.4    501.8    57.9      5722.0  100.395272  41.324004      0
 1208.889      -7.4    501.2    58.4      5734.0  100.395279  41.323957      0
 1209.841      -7.4    500.8    58.3      5742.0  100.395320  41.323909      0
 1210.808      -7.5    500.4    58.5      5752.1  100.395409  41.323864      0
 1211.775      -7.5    500.1    58.7      5755.9  100.395525  41.323844      0
 1212.742      -7.6    499.8    58.9      5761.3  100.395641  41.323847      0
 1213.709      -7.7    499.3    59.3      5765.9  100.395757  41.323875      0
 1214.677      -7.8    498.8    59.3      5773.5  100.395853  41.323899      0
 1215.644      -7.9    498.4    59.5      5780.2  100.395900  41.323916      0
 1216.611      -7.9    498.0    59.6      5786.4  100.395914  41.323926      0
 1217.578      -7.9    497.5    60.1      5793.3  100.395894  41.323919      0
 1218.545      -8.1    497.1    60.2      5801.1  100.395866  41.323885      0
 1219.513      -8.1    496.6    60.8      5809.0  100.395853  41.323840      0
 1220.480      -8.0    496.2    60.7      5817.4  100.395880  41.323796      0
 1221.447      -8.1    495.8    60.9      5825.0  100.395955  41.323776      0
 1222.414      -8.4    495.4    61.4      5831.0  100.396064  41.323782      0
 1223.366      -8.5    495.1    61.5      5831.5  100.396187  41.323772      0
 1224.349      -8.5    494.7    61.5      5837.2  100.396249  41.323793      0
 1225.300      -8.5    494.1    61.9      5846.3  100.396262  41.323806      0
 1226.267      -8.6    493.6    62.0      5855.7  100.396228  41.323799      0
 1227.250      -8.7    493.1    62.3      5864.2  100.396187  41.323779      0
 1228.202      -8.6    492.7    62.8      5880.4  100.396208  41.323755      0
 1229.169      -8.6    492.2    62.7      5887.5  100.396242  41.323697      0
 1230.152      -8.6    491.9    63.0      5886.5  100.396303  41.323670      0
 1231.071      -8.6    491.2    63.7      5900.0  100.396563  41.323574      0
 1232.038      -8.7    490.9    64.2      5905.9  100.396700  41.323550      0
 1233.005      -8.8    490.5    64.8      5910.9  100.396816  41.323530      0
 1234.972      -8.9    490.0    65.3      5915.8  100.396870  41.323554      0
 1235.939      -8.8    489.6    65.8      5915.8  100.396870  41.323554      0
 1236.907      -9.0    489.2    66.2      5917.9  100.396911  41.323571      0
 1237.874      -9.3    488.9    66.7      5929.0  100.396884  41.323581      0
 1238.841      -9.5    488.5    66.9      5929.9  100.396884  41.323554      0
 1239.808      -9.6    488.1    67.6      5935.3  100.396857  41.323509      0
 1240.760      -9.7    487.7    68.1      5940.8  100.396843  41.323444      0
 1241.743      -9.7    487.2    68.5      5947.7  100.396836  41.323386      0
 1242.710      -9.8    486.6    68.6      5956.0  100.396843  41.323335      0
 1243.661      -9.6    486.2    69.3      5964.1  100.396870  41.323301      0
 1244.629      -9.5    485.9    69.1      5971.8  100.396898  41.323277      0
 1245.611      -9.5    485.5    69.2      5978.3  100.396932  41.323270      0
 1246.563      -9.6    485.1    68.8      5983.3  100.396973  41.323284      0
 1247.530      -9.7    484.9    68.7      5987.8  100.397048  41.323311      0
 1248.513      -9.6    484.4    68.7      5993.7  100.397150  41.323318      0
 1249.465      -9.6    484.1    68.4      5999.9  100.397239  41.323297      0
 1250.432      -9.6    483.8    68.4      6006.2  100.397321  41.323246      0
 1251.399      -9.7    483.5    68.2      6009.7  100.397376  41.323171      0
 1252.366      -9.8    483.2    68.5      6013.0  100.397417  41.323093      0
 1253.333      -9.9    482.8    68.5      6020.4  100.397478  41.323024      0
 1254.301      -9.8    482.3    68.7      6026.8  100.397526  41.322983      0
 1255.268      -9.7    482.0    68.6      6033.0  100.397560  41.322976      0
 1256.235      -9.6    481.5    68.8      6037.6  100.397581  41.323004      0
 1257.202      -9.7    481.4    68.9      6042.9  100.397608  41.323038      0
 1258.169      -9.8    481.1    68.9      6045.7  100.397669  41.323062      0
 1259.137      -9.8    480.7    69.1      6051.5  100.397765  41.323079      0
 1260.071      -9.9    480.3    69.1      6062.2  100.398011  41.323052      0
 1261.038     -10.0    479.9    69.3      6065.9  100.398134  41.322997      0
 1262.990     -10.2    479.5    69.5      6070.9  100.398216  41.322918      0
 1263.973     -10.3    479.1    69.4      6076.5  100.398257  41.322840      0
 1264.924     -10.3    478.9    69.2      6076.5  100.398257  41.322840      0
 1265.891     -10.3    478.7    69.4      6081.9  100.398271  41.322785      0
 1266.859     -10.4    478.4    69.4      6085.5  100.398264  41.322761      0
 1267.826     -10.4    478.2    69.3      6086.5  100.398257  41.322765      0
 1268.793     -10.5    477.7    68.5      6089.5  100.398250  41.322775      0
 1269.791     -10.5    477.5    68.3      6095.8  100.398243  41.322772      0
 1270.727     -10.4    477.2    67.8      6101.3  100.398271  41.322758      0
 1271.695     -10.2    476.8    67.5      6105.3  100.398318  41.322751      0
 1272.662     -10.2    476.4    67.4      6111.7  100.398380  41.322754      0
 1273.629     -10.3    476.1    67.5      6118.2  100.398482  41.322765      0
 1274.581     -10.4    475.8    66.9      6127.8  100.398585  41.322765      0
 1275.563     -10.3    475.4    65.9      6133.7  100.398694  41.322754      0
 1276.531     -10.3    475.1    65.4      6138.6  100.398783  41.322710      0
 1277.482     -10.3    474.7    64.4      6145.4  100.398817  41.322635      0
 1278.465     -10.3    474.4    64.0      6149.6  100.398844  41.322563      0
 1279.432     -10.4    474.1    63.3      6156.4  100.398824  41.322512      0
 1280.384     -10.4    473.7    62.7      6163.0  100.398783  41.322485      0
 1281.367     -10.5    473.4    62.6      6170.6  100.398749  41.322478      0
 1282.318     -10.5    473.0    62.0      6176.9  100.398742  41.322457      0
 1283.285     -10.5    472.6    61.8      6182.0  100.398776  41.322416      0
 1284.253     -10.5    472.3    61.6      6188.4  100.398872  41.322375      0
 1285.220     -10.7    471.9    61.5      6192.0  100.399001  41.322321      0
 1286.187     -10.8    471.6    60.9      6199.8  100.399124  41.322273      0
 1287.154     -10.8    471.1    60.6      6206.0  100.399193  41.322229      0
 1288.121     -10.8    470.8    60.4      6213.6  100.399206  41.322188      0
 1289.056     -10.8    470.1    60.5      6223.0  100.399158  41.322126      0
 1290.023     -10.8    469.8    60.1      6226.3  100.399131  41.322123      0
 1291.990     -10.8    469.6    60.2      6233.1  100.399131  41.322136      0
 1292.957     -10.9    469.1    60.2      6233.1  100.399131  41.322136      0
 1293.925     -11.0    468.7    60.2      6239.7  100.399165  41.322160      0
 1294.892     -11.1    468.4    60.3      6246.3  100.399240  41.322164      0
 1295.843     -11.1    468.1    60.2      6252.0  100.399343  41.322147      0
 1296.826     -11.1    468.0    60.7      6255.9  100.399459  41.322106      0
 1297.778     -11.1    467.8    60.5      6259.0  100.399575  41.322068      0
 1298.745     -11.2    467.4    60.3      6264.8  100.399684  41.322037      0
 1299.728     -11.2    467.0    59.9      6270.3  100.399787  41.322024      0
 1300.679     -11.1    466.7    60.0      6275.8  100.399876  41.322007      0
 1301.647     -11.2    466.4    59.8      6282.1  100.399937  41.321983      0
 1302.614     -11.2    466.0    59.6      6288.9  100.399992  41.321935      0
 1303.581     -11.2    465.8    59.6      6295.3  100.400053  41.321884      0
 1304.548     -11.3    465.4    59.5      6301.1  100.400108  41.321843      0
 1305.516     -11.4    465.0    59.9      6306.7  100.400169  41.321836      0
 1306.483     -11.4    464.6    60.1      6311.6  100.400244  41.321849      0
